age,gender,income,person_id,year_of_member,month_of_member,day_of_member
66.0,F,57000.0,8432,2017,7,27
50.0,F,93000.0,4037,2018,5,26
64.0,M,76000.0,491,2017,7,29
56.0,F,74000.0,16315,2015,12,9
54.0,O,52000.0,3947,2017,11,9
66.0,F,33000.0,2647,2017,11,24
53.0,M,45000.0,14690,2017,8,20
51.0,F,71000.0,2865,2017,12,13
52.0,M,74000.0,7020,2018,2,26
52.0,F,80000.0,7749,2018,6,30
92.0,M,106000.0,10204,2016,9,29
26.0,M,53000.0,11330,2018,5,10
59.0,M,69000.0,10960,2016,4,29
55.0,M,35000.0,12334,2017,4,25
57.0,M,61000.0,15853,2016,7,9
62.0,M,60000.0,14813,2018,1,14
64.0,F,69000.0,16048,2016,12,1
61.0,F,56000.0,15764,2017,12,14
26.0,M,31000.0,12015,2017,10,8
22.0,M,41000.0,3866,2015,9,15
65.0,F,114000.0,1091,2015,12,20
50.0,M,82000.0,13779,2015,1,25
71.0,M,64000.0,11880,2018,1,27
39.0,M,63000.0,4544,2018,6,19
40.0,F,42000.0,2844,2016,2,28
60.0,F,96000.0,2775,2017,6,1
71.0,M,31000.0,13543,2015,3,16
46.0,M,65000.0,9368,2018,5,11
59.0,M,110000.0,10398,2015,12,7
72.0,F,55000.0,10426,2015,2,2
53.0,M,33000.0,10306,2017,9,16
73.0,M,66000.0,5701,2017,2,25
23.0,M,39000.0,14386,2014,2,25
64.0,F,60000.0,8729,2018,2,24
56.0,F,47000.0,15066,2018,5,1
57.0,M,55000.0,62,2017,8,21
64.0,M,55000.0,584,2017,11,5
39.0,F,37000.0,2955,2018,5,12
79.0,F,105000.0,6858,2017,6,28
76.0,F,47000.0,5004,2016,10,11
22.0,M,56000.0,12381,2018,5,8
39.0,M,37000.0,12677,2017,12,24
55.0,F,54000.0,1510,2018,4,13
28.0,M,37000.0,10084,2016,1,19
51.0,M,84000.0,7694,2018,1,19
41.0,M,77000.0,8663,2016,1,9
74.0,M,80000.0,3501,2017,6,29
35.0,M,60000.0,3276,2017,12,24
57.0,M,97000.0,2505,2017,10,25
68.0,O,43000.0,8794,2017,12,11
79.0,M,66000.0,10543,2015,10,7
62.0,F,97000.0,16479,2017,8,28
68.0,F,93000.0,15488,2017,2,24
39.0,F,32000.0,6246,2017,9,9
44.0,M,89000.0,15494,2018,1,16
63.0,M,68000.0,6922,2014,1,31
56.0,M,87000.0,11262,2018,2,12
41.0,F,33000.0,8997,2017,3,29
56.0,M,79000.0,5459,2015,11,6
66.0,M,56000.0,10315,2018,1,25
82.0,M,81000.0,3658,2018,3,26
44.0,F,64000.0,2692,2016,4,7
36.0,M,56000.0,12550,2016,5,28
67.0,M,35000.0,15293,2013,9,29
55.0,M,58000.0,1346,2017,8,6
58.0,F,81000.0,631,2017,2,20
82.0,F,82000.0,13201,2017,12,14
25.0,M,34000.0,10455,2017,10,25
75.0,F,64000.0,13664,2017,10,31
53.0,M,74000.0,1900,2013,8,22
37.0,M,49000.0,778,2017,12,15
67.0,M,57000.0,3506,2016,8,7
26.0,F,44000.0,5559,2016,8,30
65.0,F,72000.0,11383,2018,5,2
67.0,M,51000.0,14132,2017,11,27
23.0,F,73000.0,13914,2018,4,27
86.0,M,66000.0,15033,2018,6,15
48.0,M,66000.0,15106,2014,5,15
59.0,F,68000.0,9960,2016,4,7
64.0,M,80000.0,557,2015,9,22
55.0,M,34000.0,6325,2016,3,7
88.0,F,80000.0,1842,2017,2,21
64.0,F,60000.0,6269,2015,1,30
64.0,M,98000.0,2959,2017,10,2
80.0,F,31000.0,15511,2017,10,11
77.0,M,81000.0,1318,2015,9,30
32.0,M,32000.0,6031,2018,3,25
52.0,F,73000.0,11047,2017,10,13
61.0,M,31000.0,4834,2015,12,5
57.0,M,83000.0,2734,2016,1,3
76.0,M,54000.0,11762,2016,12,15
57.0,M,42000.0,1361,2018,5,31
20.0,M,72000.0,6517,2018,7,5
69.0,M,67000.0,7594,2017,10,10
78.0,F,73000.0,3279,2018,6,5
63.0,M,51000.0,3156,2018,1,25
39.0,O,89000.0,1737,2016,11,17
43.0,F,58000.0,12491,2016,4,1
20.0,M,39000.0,4059,2018,6,5
40.0,M,61000.0,9252,2017,7,28
62.0,M,80000.0,27,2016,8,25
57.0,M,66000.0,7791,2018,1,6
50.0,F,107000.0,3324,2017,4,8
54.0,F,79000.0,3962,2018,6,24
45.0,M,52000.0,16901,2016,11,6
32.0,M,38000.0,15960,2015,2,16
54.0,M,36000.0,14156,2018,3,25
45.0,M,32000.0,15478,2017,11,21
62.0,M,116000.0,8735,2018,4,19
61.0,M,36000.0,13597,2016,6,8
68.0,M,95000.0,9413,2018,2,6
44.0,F,53000.0,14017,2016,10,23
66.0,M,39000.0,9662,2015,9,5
65.0,F,70000.0,16905,2017,6,21
58.0,M,41000.0,2623,2018,7,8
55.0,M,65000.0,14487,2014,9,20
58.0,M,42000.0,12012,2017,3,6
51.0,M,39000.0,11651,2014,7,25
56.0,F,40000.0,11510,2018,6,14
21.0,F,45000.0,798,2016,8,19
65.0,F,74000.0,15366,2016,1,18
40.0,F,61000.0,6604,2017,8,1
29.0,M,61000.0,6969,2018,3,17
68.0,M,31000.0,12118,2017,9,10
29.0,M,45000.0,16627,2017,10,7
27.0,F,65000.0,8155,2015,12,22
18.0,M,43000.0,10098,2017,12,26
73.0,M,97000.0,1838,2017,7,25
42.0,M,47000.0,11102,2018,7,8
56.0,F,52000.0,9242,2018,7,16
67.0,M,71000.0,14897,2017,3,13
60.0,M,52000.0,14705,2017,9,4
57.0,F,75000.0,8114,2015,11,4
91.0,F,74000.0,6478,2016,2,15
56.0,M,52000.0,241,2016,10,19
64.0,F,73000.0,11015,2017,10,30
55.0,M,45000.0,2090,2017,10,25
95.0,M,51000.0,13984,2018,7,25
53.0,F,72000.0,11135,2018,2,28
26.0,M,45000.0,12248,2014,8,11
48.0,M,47000.0,5348,2017,9,1
71.0,M,68000.0,14557,2017,12,15
53.0,M,118000.0,7607,2017,4,6
53.0,M,74000.0,9167,2017,11,5
67.0,M,53000.0,10745,2017,11,23
72.0,F,56000.0,15359,2018,6,3
35.0,M,66000.0,12646,2016,3,26
48.0,M,43000.0,8751,2015,2,16
54.0,M,82000.0,1558,2018,6,26
45.0,M,63000.0,5813,2017,6,20
61.0,M,37000.0,7334,2018,2,14
81.0,M,63000.0,240,2018,2,14
47.0,F,70000.0,8920,2017,7,30
71.0,M,74000.0,1352,2017,12,12
64.0,F,61000.0,338,2016,5,7
62.0,M,85000.0,9421,2018,1,24
37.0,F,46000.0,13180,2017,12,19
68.0,F,42000.0,15647,2017,4,19
31.0,M,63000.0,4450,2017,11,22
58.0,M,55000.0,520,2017,11,26
74.0,M,96000.0,15974,2017,5,10
64.0,M,70000.0,15038,2015,9,15
70.0,M,99000.0,5303,2018,1,12
52.0,F,85000.0,7933,2015,10,29
25.0,M,47000.0,2660,2016,5,12
55.0,M,81000.0,12458,2017,11,14
51.0,M,56000.0,7433,2018,7,17
38.0,M,37000.0,9586,2015,5,30
52.0,M,75000.0,12772,2018,5,9
29.0,F,31000.0,15923,2017,9,26
63.0,F,71000.0,9352,2016,2,14
78.0,F,112000.0,15721,2016,6,20
85.0,F,112000.0,6881,2017,2,26
51.0,M,58000.0,11927,2017,11,8
92.0,F,41000.0,13730,2016,10,25
56.0,F,108000.0,5929,2016,9,15
59.0,F,81000.0,549,2017,11,11
67.0,M,113000.0,12963,2018,6,9
33.0,F,40000.0,15912,2017,8,2
33.0,M,37000.0,7151,2018,4,5
52.0,M,34000.0,525,2017,9,25
55.0,O,33000.0,12502,2017,8,3
27.0,F,36000.0,10129,2018,2,23
24.0,M,60000.0,3616,2017,6,28
19.0,F,41000.0,6513,2017,12,23
53.0,F,66000.0,14814,2015,11,27
32.0,M,68000.0,14895,2014,4,2
57.0,F,75000.0,13286,2017,6,17
64.0,M,80000.0,9560,2014,4,24
83.0,F,51000.0,4691,2013,8,19
80.0,M,89000.0,12181,2014,1,26
50.0,M,59000.0,16472,2017,7,30
70.0,M,37000.0,13263,2016,3,20
48.0,F,41000.0,9070,2018,5,6
71.0,F,31000.0,9671,2015,10,14
78.0,M,50000.0,855,2017,6,7
55.0,M,67000.0,10724,2018,1,30
29.0,F,43000.0,5209,2018,1,4
80.0,F,73000.0,11944,2018,1,12
73.0,F,57000.0,16623,2016,9,21
43.0,F,66000.0,11055,2016,5,16
31.0,M,38000.0,16450,2018,2,22
70.0,F,42000.0,546,2017,10,9
84.0,F,74000.0,77,2017,10,14
44.0,M,58000.0,11635,2018,6,20
34.0,F,37000.0,13469,2017,7,22
61.0,F,64000.0,13094,2017,9,30
84.0,F,62000.0,12858,2016,8,6
87.0,F,86000.0,14035,2015,8,29
40.0,F,53000.0,839,2017,11,3
41.0,F,39000.0,16772,2015,10,6
53.0,F,71000.0,8501,2017,3,18
51.0,M,41000.0,603,2017,11,23
53.0,M,50000.0,6166,2015,7,16
74.0,F,94000.0,11301,2015,12,16
27.0,M,73000.0,1047,2017,12,22
21.0,F,44000.0,16243,2016,6,23
37.0,M,72000.0,10540,2016,7,17
57.0,M,111000.0,375,2016,6,18
65.0,F,120000.0,355,2017,10,29
89.0,O,81000.0,15884,2016,9,9
79.0,M,39000.0,14750,2017,11,24
37.0,F,52000.0,15746,2016,11,7
51.0,M,43000.0,8304,2018,2,23
40.0,M,41000.0,16909,2018,1,15
60.0,M,100000.0,10640,2017,12,9
27.0,F,62000.0,16477,2018,1,26
43.0,M,72000.0,14366,2018,1,22
53.0,M,49000.0,5127,2016,11,17
33.0,M,50000.0,15233,2017,1,23
36.0,M,60000.0,7098,2018,3,26
66.0,F,74000.0,8205,2017,7,15
85.0,M,45000.0,16087,2018,7,26
23.0,M,36000.0,3793,2017,5,1
81.0,F,36000.0,4966,2017,8,30
75.0,M,42000.0,3725,2018,1,27
59.0,M,98000.0,6152,2016,5,2
72.0,F,87000.0,12053,2016,7,9
54.0,F,86000.0,15618,2017,5,7
58.0,M,82000.0,3084,2017,9,29
52.0,F,88000.0,14530,2017,3,12
48.0,F,93000.0,3019,2017,8,6
61.0,F,105000.0,5213,2016,8,8
89.0,F,82000.0,15572,2016,3,31
72.0,F,72000.0,1078,2016,1,25
67.0,F,74000.0,3963,2018,6,25
67.0,M,64000.0,5075,2014,12,29
42.0,M,42000.0,12814,2018,5,22
81.0,F,89000.0,3790,2015,12,27
91.0,M,59000.0,12775,2017,4,25
59.0,F,74000.0,13775,2016,4,11
67.0,M,71000.0,3440,2017,2,22
74.0,M,43000.0,6839,2018,3,2
53.0,F,76000.0,12821,2015,12,16
53.0,M,80000.0,2065,2017,6,24
80.0,F,105000.0,942,2018,4,16
53.0,M,54000.0,11280,2018,3,15
76.0,F,52000.0,7524,2018,4,11
71.0,M,50000.0,13115,2018,3,24
75.0,F,89000.0,9778,2017,11,2
51.0,M,66000.0,2147,2015,10,26
88.0,M,49000.0,5442,2017,10,25
37.0,M,97000.0,449,2018,4,23
47.0,M,43000.0,11110,2017,12,7
57.0,M,62000.0,4682,2018,1,16
19.0,M,74000.0,3714,2018,2,19
85.0,M,79000.0,6782,2017,11,10
90.0,M,108000.0,8759,2018,6,22
57.0,F,40000.0,4872,2016,8,13
49.0,M,71000.0,1747,2014,5,27
70.0,M,42000.0,12758,2017,9,21
70.0,M,48000.0,4972,2017,4,7
35.0,M,42000.0,9625,2018,3,18
61.0,M,73000.0,14381,2018,4,23
43.0,M,36000.0,5531,2018,2,8
18.0,M,60000.0,7156,2015,9,14
52.0,F,114000.0,1177,2016,4,12
67.0,M,37000.0,15560,2017,9,16
59.0,M,48000.0,16090,2015,12,8
84.0,F,64000.0,4153,2016,10,24
57.0,M,47000.0,3454,2017,6,7
58.0,F,60000.0,7123,2018,3,29
65.0,M,34000.0,12730,2016,1,27
94.0,M,110000.0,2826,2017,10,25
39.0,M,44000.0,15784,2016,5,3
48.0,M,40000.0,14973,2018,6,28
48.0,M,31000.0,3966,2015,10,2
47.0,M,93000.0,16539,2016,5,29
24.0,M,53000.0,636,2018,2,7
53.0,M,46000.0,7178,2017,10,8
40.0,M,91000.0,11255,2015,2,24
18.0,M,55000.0,9378,2018,4,11
67.0,F,91000.0,1572,2016,11,5
64.0,M,95000.0,4575,2018,1,25
63.0,M,51000.0,8954,2014,4,19
48.0,M,77000.0,12915,2018,5,4
50.0,F,65000.0,8565,2017,8,17
56.0,M,76000.0,12877,2018,1,15
18.0,M,54000.0,15997,2017,7,5
31.0,F,60000.0,2204,2016,4,3
41.0,F,37000.0,14506,2018,1,1
59.0,M,94000.0,9561,2018,3,1
53.0,M,55000.0,13869,2016,6,3
20.0,M,67000.0,16368,2017,12,3
75.0,F,66000.0,13257,2018,3,29
32.0,F,48000.0,5360,2016,3,3
28.0,M,38000.0,4421,2017,3,17
44.0,M,59000.0,6301,2013,9,8
48.0,M,93000.0,16307,2015,10,24
66.0,O,70000.0,3396,2015,11,9
58.0,M,40000.0,12836,2018,4,22
50.0,F,84000.0,11486,2015,8,24
56.0,M,76000.0,12226,2017,12,14
23.0,M,37000.0,2154,2018,4,5
46.0,M,56000.0,11488,2013,9,21
65.0,F,84000.0,5628,2016,8,13
53.0,O,70000.0,3081,2014,6,29
87.0,F,61000.0,14107,2015,8,3
47.0,M,75000.0,15137,2017,6,15
65.0,F,73000.0,5049,2016,5,29
53.0,M,56000.0,3838,2017,7,2
57.0,F,115000.0,14963,2018,6,17
93.0,F,38000.0,11918,2018,2,28
58.0,F,92000.0,7746,2017,12,23
70.0,M,92000.0,5063,2013,8,29
81.0,F,69000.0,11611,2017,12,12
63.0,M,117000.0,10798,2018,6,22
32.0,M,31000.0,15524,2016,6,23
66.0,F,88000.0,14553,2015,9,16
27.0,M,31000.0,4267,2017,8,30
22.0,F,53000.0,469,2017,4,2
53.0,M,50000.0,16674,2018,2,26
45.0,F,48000.0,2064,2018,3,18
32.0,M,45000.0,3860,2017,4,20
24.0,M,56000.0,3736,2018,5,22
59.0,M,60000.0,9237,2016,3,10
42.0,M,50000.0,15229,2017,8,13
59.0,M,40000.0,3468,2014,7,5
29.0,M,45000.0,2793,2018,1,19
44.0,M,54000.0,10812,2018,6,29
59.0,F,55000.0,2451,2014,6,17
75.0,M,110000.0,2656,2017,3,3
43.0,M,47000.0,16896,2017,10,4
34.0,M,50000.0,12463,2018,1,16
60.0,M,83000.0,3028,2017,7,18
69.0,M,54000.0,16084,2018,6,1
54.0,M,55000.0,11232,2018,1,16
60.0,F,86000.0,1039,2017,3,15
33.0,M,74000.0,11533,2013,10,26
52.0,F,58000.0,1071,2017,10,26
74.0,M,89000.0,3696,2017,11,12
55.0,M,62000.0,6397,2017,12,17
59.0,M,32000.0,10324,2017,12,12
58.0,M,76000.0,510,2018,1,9
66.0,F,46000.0,12338,2018,4,29
29.0,M,38000.0,1520,2017,11,21
45.0,M,53000.0,2847,2016,8,17
49.0,M,51000.0,2646,2018,1,20
58.0,M,110000.0,6666,2016,5,2
44.0,F,47000.0,1372,2017,7,29
67.0,F,95000.0,13787,2018,3,14
58.0,M,89000.0,1492,2018,2,12
73.0,F,60000.0,5222,2018,3,6
55.0,M,54000.0,10290,2018,6,11
66.0,F,95000.0,12233,2018,7,1
75.0,F,31000.0,11501,2018,2,26
44.0,M,37000.0,2672,2018,4,6
58.0,M,39000.0,12163,2017,2,26
73.0,F,65000.0,7894,2018,5,1
26.0,M,66000.0,9529,2016,6,19
54.0,M,53000.0,7938,2018,2,17
60.0,F,64000.0,9097,2018,4,14
28.0,F,66000.0,13266,2017,11,19
72.0,F,115000.0,11854,2016,11,29
53.0,M,67000.0,13836,2013,8,9
79.0,F,96000.0,11134,2018,1,13
67.0,M,71000.0,9489,2015,6,17
54.0,M,60000.0,1579,2018,5,11
64.0,F,66000.0,7048,2015,8,6
94.0,F,84000.0,14691,2015,10,3
59.0,F,52000.0,3407,2017,11,28
83.0,F,99000.0,12447,2018,1,5
59.0,F,52000.0,9432,2015,9,5
78.0,F,55000.0,12525,2018,7,26
67.0,F,60000.0,13930,2015,10,22
54.0,F,50000.0,2706,2016,8,5
49.0,M,32000.0,7066,2016,3,21
59.0,O,40000.0,829,2017,7,23
48.0,M,36000.0,7340,2017,10,15
31.0,M,67000.0,13166,2018,6,7
66.0,M,50000.0,11875,2015,10,1
56.0,M,47000.0,9,2017,12,9
56.0,M,70000.0,12450,2016,10,14
31.0,M,32000.0,6197,2018,1,3
39.0,M,55000.0,15484,2018,1,25
55.0,M,55000.0,1426,2016,5,29
55.0,F,57000.0,6631,2015,7,24
64.0,F,95000.0,11147,2015,10,24
62.0,F,91000.0,12728,2016,12,27
45.0,F,53000.0,1217,2015,9,24
64.0,F,70000.0,1321,2017,8,22
72.0,M,50000.0,9537,2017,12,8
72.0,M,71000.0,4536,2016,6,12
50.0,F,111000.0,9916,2016,6,4
64.0,F,63000.0,14226,2017,10,14
45.0,M,48000.0,2231,2017,10,25
38.0,F,36000.0,12196,2016,9,5
41.0,M,85000.0,14098,2018,5,17
59.0,M,48000.0,8846,2017,5,25
32.0,M,37000.0,11904,2015,1,24
76.0,M,64000.0,2688,2014,4,19
56.0,M,80000.0,10487,2014,9,22
28.0,F,43000.0,13531,2016,2,17
67.0,M,98000.0,13195,2017,2,16
71.0,F,103000.0,7660,2016,6,17
36.0,M,31000.0,4208,2017,8,8
72.0,F,55000.0,5791,2015,12,4
76.0,M,53000.0,3927,2013,12,30
91.0,M,58000.0,2804,2014,4,18
37.0,F,53000.0,10049,2017,3,15
50.0,M,81000.0,13756,2018,3,24
25.0,M,52000.0,3843,2015,6,15
62.0,F,58000.0,15107,2017,12,12
65.0,F,119000.0,3925,2017,6,9
69.0,M,73000.0,3601,2018,4,12
37.0,F,79000.0,6977,2016,2,11
56.0,M,32000.0,11254,2017,9,25
56.0,M,73000.0,11205,2017,8,31
60.0,O,72000.0,14462,2018,5,15
79.0,F,64000.0,15991,2018,7,12
100.0,F,71000.0,15794,2017,5,7
40.0,M,72000.0,7150,2017,10,2
85.0,F,89000.0,12032,2017,12,24
51.0,F,49000.0,12957,2016,8,4
24.0,M,64000.0,15049,2017,12,22
60.0,F,84000.0,2274,2017,12,15
66.0,M,31000.0,11358,2017,11,16
33.0,M,74000.0,11934,2017,11,4
63.0,F,103000.0,4005,2016,12,17
57.0,M,52000.0,986,2016,9,18
86.0,M,97000.0,6153,2016,1,30
37.0,M,74000.0,3702,2016,4,4
38.0,M,56000.0,3930,2017,7,8
49.0,M,43000.0,2171,2015,5,31
36.0,F,38000.0,8412,2017,8,24
28.0,M,53000.0,11152,2014,2,8
62.0,M,37000.0,16704,2017,10,19
63.0,M,50000.0,1044,2016,12,13
57.0,M,34000.0,3202,2018,5,2
63.0,M,56000.0,14593,2018,7,25
30.0,M,32000.0,2045,2017,8,22
49.0,F,32000.0,585,2017,10,27
48.0,M,93000.0,6283,2016,2,2
84.0,M,57000.0,6788,2016,1,31
33.0,M,30000.0,13729,2016,1,28
67.0,F,71000.0,13747,2016,12,26
36.0,M,70000.0,15021,2014,12,7
46.0,F,82000.0,974,2017,7,7
73.0,M,32000.0,6630,2018,4,20
48.0,F,82000.0,6433,2017,3,26
43.0,M,79000.0,11979,2015,9,13
41.0,M,31000.0,2078,2017,6,3
51.0,M,53000.0,466,2018,4,10
41.0,M,59000.0,8256,2017,7,30
43.0,M,52000.0,4054,2018,1,21
67.0,M,79000.0,11004,2018,6,11
61.0,M,52000.0,9949,2017,8,17
84.0,M,86000.0,3070,2017,11,20
36.0,F,50000.0,11139,2017,11,9
74.0,F,101000.0,860,2017,11,11
47.0,M,50000.0,9826,2015,11,20
39.0,M,52000.0,3559,2018,7,6
23.0,M,75000.0,5578,2018,7,5
36.0,M,56000.0,16929,2016,6,20
49.0,F,61000.0,9497,2015,11,28
52.0,F,99000.0,1259,2018,4,12
66.0,M,52000.0,16625,2017,10,24
38.0,M,31000.0,13285,2018,1,17
34.0,M,65000.0,14222,2018,4,3
23.0,M,40000.0,10917,2017,1,26
44.0,F,55000.0,750,2015,7,16
65.0,M,62000.0,15823,2017,6,12
71.0,F,77000.0,6185,2018,1,14
81.0,M,50000.0,16733,2018,4,8
70.0,M,59000.0,15934,2018,5,2
35.0,F,55000.0,3575,2018,7,12
46.0,F,63000.0,10752,2017,2,22
49.0,M,82000.0,5670,2017,8,31
53.0,M,96000.0,10519,2017,5,1
26.0,F,30000.0,10350,2018,4,28
30.0,M,56000.0,14194,2016,2,4
26.0,M,66000.0,10154,2018,4,7
51.0,M,73000.0,12408,2017,8,6
26.0,M,63000.0,10597,2015,8,9
68.0,F,79000.0,8270,2017,5,24
39.0,M,56000.0,7309,2016,1,2
70.0,F,64000.0,12572,2014,10,5
37.0,M,56000.0,13540,2016,6,10
22.0,M,35000.0,9680,2017,1,22
21.0,M,68000.0,12330,2018,3,6
21.0,M,39000.0,7603,2017,9,28
53.0,F,69000.0,13458,2017,8,29
54.0,M,41000.0,9952,2018,4,8
49.0,F,60000.0,13840,2016,3,4
46.0,M,51000.0,1519,2018,6,16
52.0,M,37000.0,7221,2017,10,10
33.0,F,74000.0,7289,2017,10,11
55.0,M,111000.0,5494,2016,12,20
34.0,M,47000.0,7601,2018,1,8
98.0,F,65000.0,10241,2018,1,4
57.0,M,88000.0,11416,2018,3,5
19.0,M,34000.0,12446,2017,7,27
60.0,M,32000.0,3027,2016,9,28
62.0,M,44000.0,3364,2014,11,5
53.0,M,69000.0,7923,2015,6,30
74.0,M,71000.0,9018,2018,2,13
50.0,M,63000.0,5816,2018,6,10
49.0,F,112000.0,3861,2018,1,31
95.0,F,65000.0,2541,2017,10,12
51.0,M,78000.0,13272,2016,5,4
53.0,F,90000.0,11107,2016,3,11
78.0,M,44000.0,9053,2017,3,25
39.0,M,51000.0,2358,2016,8,31
73.0,M,112000.0,7019,2017,4,22
56.0,O,53000.0,16536,2015,1,4
55.0,M,73000.0,13933,2016,9,26
56.0,M,39000.0,10215,2018,6,5
34.0,M,46000.0,13341,2017,10,4
54.0,M,71000.0,6054,2017,1,24
86.0,F,116000.0,9381,2016,10,3
77.0,M,57000.0,3821,2017,9,15
37.0,F,72000.0,12810,2017,7,7
33.0,M,41000.0,9487,2017,8,30
64.0,F,72000.0,10057,2017,4,13
41.0,F,55000.0,14639,2017,9,14
69.0,M,99000.0,5437,2016,5,27
54.0,M,63000.0,14935,2017,7,21
70.0,M,98000.0,14762,2018,3,4
88.0,F,54000.0,22,2015,10,24
31.0,M,68000.0,16245,2017,12,15
63.0,F,55000.0,8668,2017,9,14
45.0,F,70000.0,4447,2018,7,26
34.0,M,40000.0,14362,2015,9,9
87.0,F,58000.0,7956,2018,6,9
46.0,F,34000.0,10747,2015,11,17
71.0,F,98000.0,6245,2017,11,17
85.0,M,75000.0,3248,2018,2,25
34.0,M,36000.0,3897,2018,1,8
45.0,M,40000.0,5859,2014,12,30
32.0,M,30000.0,9397,2015,8,22
58.0,M,75000.0,5942,2016,6,22
73.0,F,60000.0,6746,2017,12,31
55.0,M,66000.0,10155,2017,12,27
51.0,F,51000.0,9042,2015,10,26
66.0,M,44000.0,7592,2018,4,3
62.0,F,81000.0,5096,2017,12,1
27.0,M,58000.0,6019,2015,12,12
51.0,M,95000.0,3526,2017,2,11
58.0,M,77000.0,10750,2016,10,11
45.0,F,54000.0,10509,2017,10,26
39.0,M,57000.0,15655,2017,9,12
65.0,F,87000.0,1509,2016,2,20
39.0,O,59000.0,6125,2018,3,25
33.0,F,48000.0,9700,2017,2,14
75.0,M,54000.0,1632,2017,2,19
76.0,M,35000.0,3778,2018,6,24
52.0,F,34000.0,16130,2017,5,5
43.0,M,63000.0,13717,2017,9,28
73.0,F,74000.0,3165,2017,12,9
81.0,F,97000.0,7305,2017,5,12
37.0,M,70000.0,6882,2017,5,9
67.0,M,43000.0,693,2018,6,6
89.0,F,32000.0,12018,2017,3,13
38.0,F,39000.0,1954,2018,7,16
82.0,F,76000.0,13980,2018,5,24
52.0,F,86000.0,3257,2016,1,17
60.0,F,55000.0,6722,2018,1,9
46.0,F,80000.0,2381,2017,9,18
50.0,M,53000.0,8107,2016,4,9
53.0,F,68000.0,3706,2016,6,8
32.0,O,33000.0,14679,2017,12,10
61.0,M,43000.0,9467,2018,6,8
82.0,F,103000.0,3550,2017,11,14
46.0,M,31000.0,2099,2014,4,6
52.0,M,105000.0,14811,2015,12,11
40.0,M,47000.0,9998,2018,1,31
51.0,M,81000.0,3123,2015,12,16
71.0,M,38000.0,12969,2014,8,9
84.0,M,67000.0,14436,2016,4,28
81.0,M,96000.0,7646,2014,2,21
89.0,F,109000.0,4380,2017,10,14
87.0,M,87000.0,7384,2018,4,26
47.0,M,65000.0,10257,2014,7,11
86.0,M,36000.0,16597,2018,2,7
76.0,M,54000.0,5467,2018,2,11
44.0,M,74000.0,178,2017,10,17
73.0,M,63000.0,8836,2013,11,15
51.0,M,48000.0,12222,2017,2,28
27.0,M,69000.0,15808,2017,4,11
93.0,M,90000.0,5824,2017,2,18
55.0,F,81000.0,4533,2017,12,8
60.0,M,69000.0,15408,2017,9,28
63.0,F,99000.0,9422,2017,5,11
22.0,M,48000.0,6244,2018,2,7
66.0,F,64000.0,3020,2017,10,3
23.0,M,53000.0,3016,2013,10,24
52.0,M,47000.0,10505,2018,7,25
31.0,F,69000.0,7304,2018,2,14
72.0,M,40000.0,361,2017,10,15
47.0,F,97000.0,1730,2018,4,29
74.0,M,89000.0,5972,2015,9,8
57.0,F,56000.0,4567,2016,5,27
42.0,M,64000.0,7038,2018,5,26
42.0,M,74000.0,5221,2018,1,16
62.0,M,66000.0,9437,2017,9,7
70.0,F,77000.0,8869,2013,9,6
38.0,M,73000.0,6010,2018,3,10
61.0,M,66000.0,9579,2018,6,28
25.0,F,71000.0,8411,2018,6,30
55.0,M,48000.0,14505,2018,1,27
42.0,M,69000.0,5613,2017,11,4
40.0,F,67000.0,16314,2017,6,13
50.0,F,82000.0,9039,2016,4,2
72.0,M,61000.0,4430,2017,10,5
70.0,M,75000.0,11618,2018,5,5
56.0,F,116000.0,3579,2017,3,5
81.0,M,117000.0,5130,2016,1,16
54.0,M,42000.0,11791,2015,8,16
66.0,F,32000.0,12876,2016,10,29
23.0,F,46000.0,15351,2018,2,9
23.0,M,51000.0,3753,2015,8,31
70.0,M,54000.0,2585,2017,6,1
33.0,M,59000.0,11240,2018,7,18
60.0,F,54000.0,7499,2017,9,17
32.0,F,40000.0,1191,2018,7,17
95.0,F,55000.0,11664,2017,12,23
46.0,F,71000.0,6337,2018,4,21
40.0,O,57000.0,980,2017,5,19
41.0,M,71000.0,8247,2016,2,16
24.0,F,54000.0,16470,2016,1,20
55.0,F,46000.0,5316,2018,3,19
71.0,F,75000.0,13784,2017,3,23
71.0,M,47000.0,7709,2018,3,20
94.0,M,33000.0,6566,2018,1,29
71.0,M,72000.0,13156,2016,12,28
71.0,M,41000.0,16,2017,10,23
57.0,M,74000.0,13246,2016,6,8
59.0,M,39000.0,1503,2013,10,26
69.0,F,116000.0,13436,2017,8,3
50.0,M,82000.0,14383,2017,2,4
83.0,F,93000.0,13432,2016,7,13
56.0,F,92000.0,13928,2015,9,14
46.0,M,57000.0,8071,2017,1,16
51.0,M,53000.0,1025,2016,3,16
44.0,M,65000.0,1116,2014,3,24
36.0,F,79000.0,12494,2017,12,8
67.0,M,35000.0,6274,2018,7,24
51.0,F,118000.0,16024,2016,5,20
40.0,F,36000.0,15987,2017,8,7
61.0,M,33000.0,1444,2017,11,12
39.0,F,85000.0,959,2018,5,15
59.0,M,88000.0,2047,2017,8,20
49.0,M,70000.0,9138,2016,8,26
36.0,F,53000.0,7084,2017,10,19
58.0,O,86000.0,9002,2015,10,10
55.0,F,81000.0,13265,2016,3,11
47.0,M,37000.0,5433,2017,2,12
